inventor_id,name,country
fl:ra_ln:sicinski-1,Rafal R. Sicinski,PL
fl:am_ln:mcnab-1,Amanda L. McNab,US
fl:su_ln:seo-70,Suyoung Seo,KR
fl:hi_ln:oshida-5,Hideo Oshida,JP
fl:wa_ln:sorin-1,Wayne V. Sorin,US
fl:yo_ln:yoneda-17,Yousuke Yoneda,JP
fl:be_ln:alleyne-1,Bert Alleyne,US
fl:os_ln:akaike-1,Osamu Akaike,CM
fl:ru_ln:blaine-1,Russell A. Blaine,US
fl:sh_ln:yin-99,Shang YIN,CN
fl:ta_ln:heeren-1,Tammo Heeren,US
fl:ta_ln:shimada-12,Takeo Shimada,JP
fl:ch_ln:fang-60,Chong-Yang Fang,CN
fl:su_ln:holmberg-1,Sunshine Holmberg,US
fl:ol_ln:alabi-1,Oluwatomiwa B. ALABI,US
fl:ra_ln:khan-3,Rashda Khan,US
fl:ma_ln:takigawa-10,Masami Takigawa,JP
fl:sh_ln:fishel-1,Shmuel Fishel,IL
fl:se_ln:ahn-19,Seon Hwan Ahn,KR
fl:eu_ln:livshitz-1,Eugene Livshitz,US
fl:ma_ln:endo-51,Maiko ENDO,JP
fl:kr_ln:hanson-3,Kris L. Hanson,US
fl:la_ln:carr-3,Larrie Simon Carr,CA
fl:vo_ln:buehler-1,Volker Buehler,DE
fl:pa_ln:crundensmith-1,Padraic Crunden-Smith,AU
fl:je_ln:shasho-1,Jeffrey Shasho,US
fl:ma_ln:goldstein-8,Markus Goldstein,DE
fl:pe_ln:gusheh-1,Pegah Gusheh,IR
fl:c._ln:gaines-1,C. Latham Gaines,US
fl:st_ln:pallon-1,Stephen Pallon,US
fl:ge_ln:marshall-3,George Pharris Marshall,US
fl:ka_ln:tani-3,Kazuhiko Tani,JP
fl:ad_ln:pazinski-1,Adam Tomasz Pazinski,PL
fl:go_ln:laurie-1,Gordon W. Laurie,US
fl:re_ln:zach-2,Reuven D. Zach,US
fl:ya_ln:li-123,Yang Li,US
fl:ga_ln:lucas-4,Gary M. Lucas,US
fl:pi_ln:ghosh-3,Pinaki Ghosh,IN
fl:ja_ln:kummer-3,Jan Kummer,NL
fl:ma_ln:niimi-11,Masahiro Niimi,JP
fl:sa_ln:abeta-3,Sadayuki Abeta,JP
fl:ch_ln:kilgour-3,Christopher Glen Kilgour,US
fl:yi_ln:tsang-1,Yiu Ting Tsang,CN
fl:ra_ln:freeman-3,Ray Freeman,GB
fl:ar_ln:stagg-1,Arthur J. Stagg,US
fl:do_ln:stocker-1,Douglas Stocker,US
fl:el_ln:welch-1,Elmer S. Welch,US
fl:ma_ln:furuya-23,Masato Furuya,JP
fl:ha_ln:hsiaw-1,Han-Ti Hsiaw,TW
fl:pa_ln:parekh-1,Pankaj Parekh,US
fl:ch_ln:maybury-1,"Charles Robert Maybury, JR.",US
fl:ta_ln:kawanami-2,Takeo Kawanami,JP
fl:ba_ln:bakker-1,Bart Jacob Bakker,NL
fl:da_ln:baumberger-1,Daniel Baumberger,US
fl:no_ln:matsunaga-12,Noriaki Matsunaga,JP
fl:ka_ln:takaishi-5,Kazushige Takaishi,JP
098kwoq0x53d7hwl5cl13sq1m,Billy W. Luetkahans,US
fl:yo_ln:fujikawa-3,Yoshihiro Fujikawa,JP
fl:er_ln:bracquemart-1,Eric Yves Bracquemart,FR
fl:ke_ln:nakamura-17,Kentaro Nakamura,JP
fl:li_ln:stalmans-1,Lieven Stalmans,BE
fl:ch_ln:lin-208,Chen-Feng Lin,TW
fl:te_ln:kanbara-1,Teruhisa Kanbara,JP
fl:jo_ln:newton-16,John Newton,NZ
fl:ja_ln:cho-70,Jae-Hee Cho,KR
fl:ya_ln:kulik-1,Yaroslav P. Kulik,CN
fl:ra_ln:bokamper-1,Ralf Bokamper,DE
fl:vi_ln:pigiet-1,Vincent P. Pigiet,US
fl:hi_ln:nishiuchi-2,Hiroaki Nishiuchi,JP
fl:la_ln:ehren-1,Lance Ehren,US
fl:ya_ln:matsuda-4,Yasuo Matsuda,JP
fl:je_ln:baker-36,Jeff Baker,US
fl:ch_ln:chen-936,Chin-Yi Chen,TW
fl:ak_ln:yasui-1,Akihiro Yasui,JP
fl:ka_ln:kurihara-30,Katsuhide Kurihara,JP
fl:l._ln:rich-1,L. Scott Rich,US
fl:al_ln:droop-1,Alastair Droop,GB
fl:no_ln:fukuhara-3,Noboru Fukuhara,JP
fl:ra_ln:seymour-2,Raymond K. Seymour,US
fl:ed_ln:sausville-1,Edward A. Sausville,US
fl:ja_ln:wagner-6,Jared Wagner,US
fl:ho_ln:hutchinson-3,Howard D. Hutchinson,US
fl:ta_ln:tong-6,Tao Tong,US
fl:hu_ln:chen-173,Hung-Fong Chen,TW
fl:xi_ln:chen-536,Xiangping Chen,US
fl:kl_ln:petritsch-2,Klaus Petritsch,GB
fl:je_ln:vairon-1,Jean-Pierre Vairon,FR
fl:em_ln:hendriks-3,Emanuel Hendriks,NL
fl:ro_ln:wilson-66,Robert Wilson,GB
fl:ha_ln:pohle-2,Hans Jochen Gerhard Pohle,NL
fl:yo_ln:cheng-50,You-Jen Cheng,TW
fl:sh_ln:merchant-6,Shehzad Merchant,US
fl:ty_ln:holmes-3,Tyler M. Holmes,US
fl:st_ln:randle-1,Stephen Arthur Randle,GB
fl:be_ln:huyck-2,Benjamin N. Huyck,US
fl:fo_ln:dunsmoor-1,Forrest L. Dunsmoor,US
fl:hi_ln:yuhara-1,Hiromitsu Yuhara,JP
fl:ra_ln:manepalli-4,Rahul N. Manepalli,US
fl:hi_ln:takeuchi-25,Hirotsugu Takeuchi,JP
fl:mi_ln:stanimirov-1,Michael Stanimirov,CH
fl:xi_ln:zhang-522,Xiang Zhang,CN
fl:ad_ln:engelen-5,Adrianus Van Engelen,NL
fl:ky_ln:kawamoto-1,Kyoko Kawamoto,JP
fl:gu_ln:dreezen-1,Gunther Dreezen,BE
fl:ke_ln:berger-7,Kenneth R. Berger,US
fl:yo_ln:shah-4,Yogendra C. Shah,US
fl:ta_ln:abe-30,Tamotsu Abe,JP
fl:ra_ln:jakkaraju-1,Rajkumar Jakkaraju,US
fl:ke_ln:moehle-2,Kerstin Moehle,CH
fl:ch_ln:singh-2,Chandresh Singh,US
fl:ni_ln:leque-1,Nicholas D. Leque,US
fl:jo_ln:heymans-1,Joachim Heymans,DE
fl:ba_ln:oldfield-1,Barry J. Oldfield,US
fl:ja_ln:mcewen-7,James A. McEwen,CA
fl:ja_ln:rhone-1,Jarvis O'Neal Rhone,US
fl:ju_ln:tatsuta-1,Jun Tatsuta,JP
fl:ke_ln:willis-5,Keith L. Willis,US
fl:ch_ln:tseng-291,Chun-Chin Tseng,Unknown
fl:ch_ln:chien-36,Chih-Tsan Chien,TW
fl:ja_ln:yun-70,Jaehwan Yun,KR
fl:ph_ln:ng-6,Philip Ng,CA
fl:sh_ln:kurita-5,Shunsuke Kurita,JP
fl:ga_ln:gangadharan-2,Ganesh Chandan Gangadharan,IN
fl:gu_ln:lapointe-2,Guy J. Lapointe,US
fl:ni_ln:lancaster-2,Nicholaus Ray Lancaster,US
fl:ro_ln:nicol-6,Rozenn Nicol,FR
fl:ur_ln:kaplan-1,Uria Kaplan,IL
fl:la_ln:butcher-4,Larry Russell Butcher,US
fl:fr_ln:enns-1,Frederick Enns,US
fl:ja_ln:kelly-16,James J. Kelly,US
fl:ra_ln:wolfshagen-1,Randy Wolfshagen,US
fl:ta_ln:sakurai-2,Tamotsu Sakurai,JP
fl:ar_ln:murthy-2,Aravind Samba Murthy,US
fl:di_ln:lamourette-1,Didier Lamourette,FR
fl:ha_ln:wheeler-2,Harold A. Wheeler,US
fl:ch_ln:fawcett-4,Christopher J. Fawcett,US
fl:jo_ln:seo-82,Jongcheun Seo,KR
fl:ky_ln:kim-8,Kyo-Hyeok Kim,KR
fl:ma_ln:bigaud-1,Marc Bigaud,FR
fl:ji_ln:liu-769,Jimin Liu,CN
fl:ye_ln:um-2,Ye Ji Um,KR
fl:yo_ln:hashimoto-30,Yohsuke Hashimoto,JP
fl:su_ln:takumai-1,Susumu Takumai,JP
fl:na_ln:yousef-1,Nabil Yousef,US
fl:al_ln:mujica-1,Alexander O. Mujica,US
fl:mi_ln:garten-2,Michael D. Garten,US
fl:ba_ln:mohammadi-1,Babak Mohammadi,SE
fl:re_ln:pidgeon-1,"Rezin E. Pidgeon, Jr.",US
fl:al_ln:birls-1,Alex Birls,US
fl:pa_ln:ruetschi-1,Paul Ruetschi,CH
fl:xi_ln:liu-353,Xiaoyi Liu,US
fl:jo_ln:lam-23,Johnny A. Lam,US
fl:jo_ln:sundheim-1,John J. Sundheim,US
fl:gr_ln:eatwell-1,Graham P. Eatwell,GB
fl:ro_ln:julien-2,"Romeo Julien, Jr.",CA
fl:mi_ln:sharp-11,Milton Sharp,US
fl:sa_ln:gioia-2,Samuel C. Gioia,US
fl:ch_ln:zuker-1,Charles S. Zuker,US
fl:er_ln:oldani-1,Erminio Oldani,IT
fl:ic_ln:yamane-2,Ichiro Yamane,JP
fl:ja_ln:dolfing-1,Jannes G. Dolfing,US
fl:th_ln:thonnes-1,Theo Thönnes,DE
fl:ka_ln:asakawa-6,Katsumi Asakawa,JP
fl:jo_ln:bodary-1,Joseph A. Bodary,US
fl:is_ln:wambugu-1,Isaac Waweru Wambugu,KE
098v4g6x18ed2zl0enb64zwlp,Emmanuelle Beccari,US
fl:ry_ln:owada-2,Ryotaro Owada,JP
fl:wi_ln:hanrahan-2,William D. Hanrahan,US
fl:je_ln:lebeault-1,Jean-Michel Lebeault,FR
fl:an_ln:vanmeerbeek-1,Andre Van Meerbeek,BE
fl:ca_ln:finnerty-2,Caine Finnerty,US
fl:xu_ln:wang-204,Xuyang Wang,CN
fl:ne_ln:fernandes-5,Neil Fernandes,US
fl:ma_ln:klomp-4,Manfred Klomp,NL
fl:ni_ln:gupta-10,Nitu Gupta,US
098w48bcsev9d3sp7g73ajc6w,George R. Szeremeta,US
fl:ky_ln:goodrich-1,Kyle Goodrich,US
fl:st_ln:zollner-3,Stephan Zollner,DE
fl:su_ln:won-19,Sung-Joon WON,KR
fl:fr_ln:zetzsche-1,Friedbert Zetzsche,DE
fl:sa_ln:okamoto-8,Satoru Okamoto,JP
fl:ai_ln:parow-1,Aimee Parow,US
fl:jo_ln:hagarty-2,Jon R. Hagarty,US
fl:kl_ln:schoch-1,Klaus Schoch,DE
fl:ch_ln:allgood-1,Christopher L. Allgood,US
fl:ma_ln:vanderzee-3,Martin Van Der Zee,SE
fl:ya_ln:goto-4,Yasuyuki Goto,JP
fl:xu_ln:zhang-170,Xuelong Zhang,CN
fl:xi_ln:qiao-23,Xiaoqiang Qiao,CN
fl:ha_ln:kim-20,Ha Na Kim,KR
fl:ro_ln:jeppsen-2,Roger C. Jeppsen,US
fl:si_ln:kornblith-1,Simon Kornblith,CA
fl:ir_ln:salahuddeen-1,Irfaan Ahamed Salahuddeen,US
fl:an_ln:swenson-1,Anne Swenson,US
fl:jo_ln:gotto-1,John W. Gotto,US
fl:ko_ln:watanabe-36,Koichiro Watanabe,JP
fl:ta_ln:kikutani-6,Takashi Kikutani,JP
fl:er_ln:ness-3,Erik D. Ness,US
098xlh0r0hn0cjozkbhireu9h,Wesley J. Warnke,US
fl:kr_ln:lorentz-1,Kristen Marie Lorentz,US
fl:ag_ln:pirovano-1,Agostino Pirovano,IT
fl:pa_ln:egermann-1,Patrick Egermann,FR
fl:gy_ln:taguchi-1,Gyota Taguchi,JP
fl:ma_ln:salmi-4,Matti Salmi,FI
fl:ri_ln:katayama-3,Rintaro Katayama,JP
fl:we_ln:hu-53,Wei Hu,CN
fl:pe_ln:vainio-2,Petri Vainio,FI
fl:ru_ln:may-1,Ruth E. May,US
fl:he_ln:jeschke-1,Henning Jeschke,DE
fl:ni_ln:kalayjian-2,Nicholas Robert Kalayjian,US
fl:mi_ln:qiu-7,Minglun Qiu,US
fl:yu_ln:miyauchi-5,Yuji Miyauchi,JP
fl:fl_ln:kuehni-1,Florian Kuehni,CH
fl:hi_ln:fukushima-13,Hitoshi Fukushima,JP
fl:kl_ln:rosburg-1,Klaus Rosburg,US
fl:h._ln:tovey-2,H. Jonathan Tovey,US
fl:ak_ln:hirayama-2,Akinobu Hirayama,JP
fl:sa_ln:lee-189,Sang Yong Lee,KR
fl:ni_ln:su-7,Ning Su,US
fl:fo_ln:pu-1,Foo Khon Pu,MY
fl:al_ln:mackay-3,Allen Boyd Mackay,US
fl:ro_ln:williams-94,Ronald G. Williams,US
fl:ma_ln:inderbitzen-1,Mark N. Inderbitzen,US
fl:sa_ln:jeong-94,Sangsoo Jeong,KR
fl:te_ln:kaneko-11,Tetsumasa Kaneko,JP
fl:yo_ln:komatsu-15,Yoshifumi Komatsu,JP
fl:zh_ln:zhang-627,Zhixiong Zhang,CN
fl:be_ln:schiefer-1,Benno Schiefer,DE
fl:no_ln:muehlberger-1,Norbert Muehlberger,DE
fl:mi_ln:fujiwara-12,Mikio Fujiwara,JP
fl:sh_ln:chang-299,Shu Kuen Chang,TW
fl:ja_ln:gauss-4,Jan Gauss,DE
fl:bj_ln:lindberg-2,Björn Håkan Lindberg,SE
fl:na_ln:mitty-1,Nagaraj Mitty,US
fl:da_ln:wright-18,David Howell Wright,US
fl:lo_ln:kleven-1,Lowell A. Kleven,US
fl:do_ln:morgan-4,Donald M. Morgan,US
fl:so_ln:eijsbouts-1,Sonja Eijsbouts,NL
fl:vi_ln:delker-1,Victoria Delker,US
fl:to_ln:negishi-7,Toshiyuki Negishi,JP
fl:gu_ln:goebel-1,Gunther Goebel,US
fl:ku_ln:partridge-1,Kurt E. Partridge,US
fl:fr_ln:testa-4,Francesco Testa,IT
fl:ka_ln:chiang-24,Karl K. Chiang,US
fl:ja_ln:worley-1,James S. Worley,US
fl:cu_ln:martin-3,Curtis C. Martin,US
fl:ta_ln:sawata-1,Tadashi Sawata,GB
fl:li_ln:davidson-3,Liliane Davidson,US
fl:sh_ln:simpson-2,Shawn L. Simpson,US
fl:je_ln:korn-3,Jeffrey Korn,US
fl:ta_ln:doyle-1,Tammy M. Doyle,US
fl:ti_ln:dahl-2,Timothy Dahl,US
0992qbziv5hg8p32vovah2cia,C K Hsu,US
fl:ke_ln:cole-14,Kevin A. Cole,US
fl:jo_ln:garibotto-1,John T. Garibotto,US
fl:sa_ln:han-135,Sanghoon Han,KR
fl:xi_ln:xu-81,Xinhe Xu,CN
09934vdctg0kzk59ntazx26m7,Preston A. Mason,US
fl:mi_ln:sekida-1,Minoru Sekida,JP
fl:gu_ln:mandal-1,Gurupada Mandal,US
fl:ma_ln:waldenstrom-1,Mats Waldenstrom,SE
fl:ye_ln:fu-6,Ye Fu,US
fl:ni_ln:carlson-3,Nicholas Ralph Carlson,US
fl:ei_ln:richter-2,Eike Richter,US
fl:am_ln:bakshi-6,Amit Bakshi,US
fl:th_ln:weik-1,Thomas M. Weik,US
fl:an_ln:vidaver-1,Anne K. Vidaver,US
fl:ti_ln:stander-1,Tinus Stander,ZA
fl:ka_ln:furuta-6,Kazuhiro Furuta,JP
fl:ka_ln:jono-1,Kaori Jono,JP
fl:br_ln:lanning-2,Bruce Lanning,US
fl:la_ln:uchida-2,Laura A. Uchida,US
fl:ch_ln:taibi-1,Charline Taibi,FR
fl:bu_ln:craig-1,Burnie M. Craig,US
fl:ro_ln:gisler-2,Roger Gisler,CH
fl:ri_ln:valkonen-1,Risto Valkonen,FI
fl:mi_ln:kraucunas-1,Mitchell T. Kraucunas,US
fl:wi_ln:duffy-5,William Christopher Duffy,CA
fl:ma_ln:key-5,Mathew Key,GB
fl:gu_ln:li-245,Guoqiang Li,CN
fl:er_ln:aho-1,Erik A. Aho,US
fl:yo_ln:fujihara-3,Yoshimasa Fujihara,JP
fl:er_ln:luhrsen-1,Ernst Luhrsen,DE
fl:yu_ln:huang-451,Yuehui Huang,CN
fl:eg_ln:brauning-1,Egon Brauning,DE
fl:he_ln:merz-1,Herbert Merz,DE
fl:jo_ln:franklin-18,Jonathan Franklin,US
fl:we_ln:du-61,Weiqiang DU,CN
fl:mo_ln:kanji-4,Mohammed Kanji,US
fl:sa_ln:tulkki-1,Sauli Tulkki,SE
fl:yu_ln:hashimoto-11,Yukio Hashimoto,JP
fl:be_ln:rubin-2,Bennett S. Rubin,US
fl:sm_ln:ferber-1,Smadar Ferber,IL
fl:ro_ln:clay-7,Ross B. Clay,US
fl:th_ln:stroh-1,Thorsten Stroh,DE
fl:vi_ln:roy-8,Vincent Roy,CA
fl:ri_ln:filipkowski-1,Richard C. Filipkowski,US
fl:do_ln:suh-38,Doug-Young Suh,KR
fl:ta_ln:ichihara-16,Tadashi Ichihara,JP
fl:sh_ln:matsushita-3,Shuzo Matsushita,JP
fl:wo_ln:rzadki-1,Wolfgang Rzadki,DE
fl:ma_ln:weber-30,Mark E. Weber,US
fl:to_ln:minami-4,Toshifumi Minami,JP
fl:pr_ln:goel-10,Pratibha Goel,IN
fl:sh_ln:otsuka-27,Shuji Otsuka,JP
fl:bh_ln:kara-2,Bhupendra Vallabh Kara,GB
fl:zh_ln:liang-71,Zhi-Wei Liang,CA
fl:gu_ln:yin-23,Guan-Chen Yin,TW
fl:va_ln:orizaris-1,Vasilios Orizaris,DE
fl:do_ln:hunt-2,Donald F. Hunt,US
fl:ho_ln:nguyen-18,Hoang Mong Nguyen,US
fl:ni_ln:ved-1,Niten Ved,US
fl:mo_ln:mansourirad-1,Mohammad Mehdi Mansouri Rad,CA
fl:do_ln:hickey-2,Donald D. Hickey,US
fl:el_ln:carmona-1,Ellese Carmona,US
fl:tr_ln:ness-2,Trevor J. Ness,US
fl:ia_ln:cumming-1,Ian Cumming,GB
fl:sa_ln:breneman-1,Samuel B. Breneman,US
fl:pe_ln:brown-20,Peter S. Brown,US
fl:ne_ln:gorin-1,Neil Gorin,US
fl:ma_ln:trulson-1,Mark Trulson,US
fl:hu_ln:chien-31,Hung-Chang Chien,US
fl:he_ln:jun-3,Hee-Sook Jun,CA
fl:ji_ln:lee-125,Ji-Yoon Lee,KR
fl:ta_ln:oi-11,Takeshi Oi,JP
fl:ti_ln:lin-130,Tingting Lin,CN
fl:sh_ln:fan-93,Shuai FAN,CN
fl:co_ln:bloor-1,Cory R. Bloor,US
fl:sh_ln:sheerin-1,Shabistan Sheerin,US
fl:sh_ln:hall-6,Shawn A. Hall,US
fl:he_ln:franz-6,Helmut Franz,US
fl:ge_ln:salvaterra-1,Gerard Salvaterra,FR
fl:ro_ln:avakian-1,Roger W. Avakian,US
fl:ru_ln:bertagnoli-2,Rudolf Bertagnoli,AT
fl:hi_ln:furihata-1,Hirobumi Furihata,JP
fl:ma_ln:sion-1,Martin Sion,FR
fl:wi_ln:seifert-2,William W. Seifert,US
fl:vi_ln:chaudhary-11,Viraj Chaudhary,US
fl:ja_ln:bharadwaj-2,Jayashankar Bharadwaj,US
fl:ia_ln:lewin-2,Ian Lewin,GB
fl:ja_ln:elmendorp-2,Jacob J. Elmendorp,NL
fl:to_ln:tsuzuki-14,Touji Tsuzuki,UG
fl:ke_ln:chang-18,Keh-Minn Chang,US
fl:sh_ln:otsuka-28,Shigeru Otsuka,JP
fl:hi_ln:nishihama-1,Hideki Nishihama,JP
fl:al_ln:vogel-7,Alex Philip Vogel,ZA
fl:br_ln:howell-3,Brett A Howell,US
fl:je_ln:hyldignielsen-1,Jens J. Hyldig-Nielsen,Unknown
fl:sh_ln:oosaka-2,Shigenori Oosaka,Unknown
fl:ed_ln:clark-11,Edward Clark,US
fl:th_ln:devore-1,Thomas DeVore,US
fl:ja_ln:govindarajan-2,Jayesh Govindarajan,US
fl:jo_ln:sutor-1,Johannes Sutor,DE
fl:da_ln:becker-1,Damian M. Becker,US
fl:an_ln:becker-17,Andreas Becker,DE
099ddd99r5hau6nwv8g0v55vq,"Gudula Seber, legal representative",DE
fl:ni_ln:morris-9,Nicholas J. Morris,US
fl:ha_ln:schmulenson-1,Harold K. Schmulenson,US
fl:ni_ln:lapierre-1,Nicolette R. LaPierre,US
fl:yv_ln:compera-1,Yves Compera,DE
fl:pe_ln:zhang-103,Peng Zhang,FI
fl:md_ln:zahir-2,Md. Hasan Zahir,SA
fl:ja_ln:ingle-5,Jack L. Ingle,US
fl:pe_ln:boetzkes-1,Peter C. Boetzkes,CA
fl:zi_ln:laraki-1,Zineb Laraki,US
fl:da_ln:siehl-1,Dan Siehl,US
fl:ja_ln:chung-76,Jaehoon Chung,KR
fl:mo_ln:chowdhury-1,Mohamed Foysol Chowdhury,GB
fl:ta_ln:kawakita-4,Tatsuya Kawakita,JP
fl:ta_ln:tabet-2,Tarik Tabet,US
fl:pe_ln:zmijewski-1,Peter Marek Zmijewski,SG
fl:jo_ln:rogers-51,John Rogers,US
fl:he_ln:girard-1,Henri Girard,US
fl:ba_ln:amon-1,Barbara Amon,DE
fl:pa_ln:ostermann-2,Patrice Ostermann,FR
fl:na_ln:choi-9,Nak Heon Choi,KR
fl:an_ln:sampath-1,Anand Sampath,US
fl:sh_ln:wu-569,Shuangshuang Wu,CN
fl:to_ln:muraki-4,Tomoyasu Muraki,JP
fl:pe_ln:heinz-1,Penny Heinz,US
fl:to_ln:schwenger-1,Tobias Schwenger,DE
fl:th_ln:wegner-2,Thomas Wegner,DE
fl:da_ln:chiles-3,David Clyde Chiles,US
fl:ca_ln:pontecorvo-2,Carl A. Pontecorvo,US
fl:vi_ln:blot-2,Vincent Blot,US
fl:wa_ln:boos-1,Walter R. Boos,CA
fl:ta_ln:tsuji-11,Takayuki Tsuji,JP
fl:yi_ln:zhang-174,Ying Zhang,US
fl:gi_ln:yang-8,Gi Hyeok Yang,KR
fl:ch_ln:dugan-1,Christopher Dugan,US
fl:ra_ln:ramu-1,Raja Ramu,US
fl:ts_ln:fujita-9,Tsuyoshi Fujita,JP
fl:ra_ln:wollrab-1,Radmila Wollrab,US
fl:ak_ln:terahara-1,Akira Terahara,JP
fl:li_ln:thorpe-1,Liam C Thorpe,GB
fl:ja_ln:shieban-1,Janette Bishara Shieban,IL
fl:mi_ln:loso-1,Michael R. Loso,US
fl:ma_ln:fujisawa-7,Masayasu Fujisawa,JP
fl:te_ln:nagae-2,Tetsuya Nagae,JP
fl:jo_ln:pavelec-1,John J. Pavelec,US
fl:ma_ln:kopsel-1,Manfred Kopsel,DE
fl:aa_ln:lee-3,Aaron Kwong Yue Lee,US
fl:mi_ln:miller-18,Michael M. Miller,US
fl:st_ln:jaud-1,Stephane Jaud,FR
fl:jo_ln:prins-2,John Peter Prins,NL
fl:ra_ln:donnelly-4,Ray Donnelly,US
fl:jo_ln:dupre-1,John Dupre,CA
fl:hi_ln:hatanaka-17,Hideki Hatanaka,JP
fl:sh_ln:liu-490,Shijie Liu,CN
099jruacm195ly7c718qu1qh4,Uwe Moog,DE
fl:ol_ln:joubert-1,Olivier Joubert,FR
fl:jo_ln:menning-3,Joseph P. Menning,US
fl:ja_ln:simister-2,James B. Simister,US
fl:vi_ln:lester-1,Victor E. Lester,US
fl:ma_ln:gadlage-2,Matthew Gadlage,US
fl:da_ln:mccaffrey-1,Daniel McCaffrey,US
fl:ja_ln:ho-20,Jason G. S. Ho,US
099kf9piw48d3nxu862plec22,Janos Sziklavari,HU
fl:ed_ln:steakley-1,Edward Dale Steakley,US
fl:br_ln:farris-5,Bradford L. Farris,US
fl:ji_ln:tian-88,Jiao Tian,CN
fl:jo_ln:lowrance-2,John L. Lowrance,US
fl:yu_ln:peng-8,Yung-Chi Peng,TW
fl:re_ln:martinez-8,Rene Martinez,US
fl:pa_ln:bongaarts-1,Paul Bongaarts,US
fl:ja_ln:hoscheit-1,James B. Hoscheit,US
fl:ra_ln:pepper-2,Randolph E. F. Pepper,CN
fl:ju_ln:grissmeyer-1,Julie M. Grissmeyer,US
fl:si_ln:derkaoui-1,Sidi Mohammed Derkaoui,FR
fl:ta_ln:shiraishi-12,Takuya Shiraishi,JP
fl:ri_ln:darlow-1,Richard Darlow,GB
fl:sa_ln:chikuma-1,Sayaka Chikuma,JP
fl:ch_ln:hsu-566,Chien-Chih Hsu,TW
099ltcca0crxhjtlep5awkk8e,Wilfried Sackmann,Unknown
fl:ak_ln:hishiya-1,Akinori Hishiya,US
fl:yi_ln:zhong-2,Yi Yi Zhong,US
fl:sa_ln:blum-5,Sabine BLUM,DE
fl:ru_ln:rackett-1,Russell C. Rackett,US
fl:bi_ln:singh-15,Bishen J. Singh,US
fl:wa_ln:okada-1,Wataru Okada,JP
fl:wi_ln:apps-1,William P. Apps,US
fl:ak_ln:daikoku-2,Akihiro Daikoku,JP
fl:yo_ln:kami-5,Yoshiki Kami,JP
fl:zb_ln:struzka-1,Zbynek Struzka,CH
fl:ru_ln:och-1,Rudolf Och,DE
fl:yo_ln:rai-3,Yogen Rai,US
fl:ja_ln:barone-2,James V. Barone,US
fl:na_ln:tatsumi-1,Natsuo Tatsumi,JP
fl:al_ln:clark-9,Alexander Wayne Clark,US
fl:mi_ln:grosjean-2,Michel Grosjean,FR
fl:ju_ln:yang-151,Jun Yang,CN
fl:da_ln:morse-9,David Morse,US
fl:st_ln:narsavage-1,Stephen T. Narsavage,US
fl:ch_ln:dirnecker-1,Christoph Dirnecker,DE
fl:wi_ln:jack-2,William Jack,US
fl:ju_ln:rozhin-1,Jurij Rozhin,US
fl:br_ln:lynch-1,Bradley Robert Lynch,CA
fl:ka_ln:martin-15,Kariza Martin,AU
fl:na_ln:jafari-3,Nafiseh Jafari,US
fl:de_ln:nicolini-1,Derek Nicolini,GB
fl:wa_ln:lay-1,Warren T. Lay,US
fl:vl_ln:krystof-1,Vladimir Krystof,CZ
fl:ch_ln:grudzien-2,Chrisy Grudzien,US
fl:sh_ln:liao-15,Shih-Chieh Liao,TW
fl:ma_ln:ikeda-49,Masayuki Ikeda,JP
fl:er_ln:steigler-1,Erik Steigler,US
fl:ji_ln:shin-72,Jin-Uk Shin,US
fl:je_ln:scott-27,Jeffrey Scott,US
fl:hy_ln:kim-915,Hyunkyung KIM,KR
fl:da_ln:denninghoff-1,Dan Denninghoff,US
fl:we_ln:wang-243,Wei Wang,US
fl:ya_ln:zahrt-1,Yannik Zahrt,DE
fl:ch_ln:nowacki-2,Christopher Nowacki,US
fl:br_ln:nadler-1,Brandon Sevier Nadler,US
fl:it_ln:almog-2,Itai Almog,IL
fl:da_ln:devaux-1,Daniel K. DeVaux,US
fl:pa_ln:levi-2,Pablo G. Levi,US
fl:tz_ln:shiau-2,Tzeng-Huei Shiau,TW
fl:ta_ln:frank-1,Tal Frank,IL
fl:wi_ln:lawson-6,William R. Lawson,US
fl:ts_ln:miyamura-1,Tsuyoshi Miyamura,JP
fl:wo_ln:duve-1,Wolfgang Duve,US
fl:pa_ln:olivier-4,Paul A. Olivier,US
fl:mu_ln:celik-1,Mustafa Celik,US
099q2z8qfuc58wz1s98oqs6g5,Nathan Okun,US
fl:ho_ln:ma-53,Hongtao Ma,CN
fl:sh_ln:kawabe-3,Shuji Kawabe,JP
fl:yu_ln:li-101,Yuru Li,CN
fl:ju_ln:lee-460,Jusuek Lee,GB
fl:th_ln:demoise-1,Thomas J. Demoise,US
fl:as_ln:kumar-15,Ashok Pon Kumar,IN
fl:ta_ln:furukawa-21,Taiichi Furukawa,JP
fl:ch_ln:geiler-1,Charles L. Geiler,US
fl:de_ln:coleman-11,Derek Coleman,CA
fl:re_ln:nash-1,Reuel William Nash,US
fl:jo_ln:lyssikatos-1,Joseph P. Lyssikatos,US
fl:no_ln:komatsu-18,Noriaki Komatsu,JP
fl:ji_ln:hu-4,Jincai Hu,CN
fl:to_ln:garrison-3,Tony R. Garrison,US
fl:my_ln:ko-32,Myoung Jin Ko,KR
fl:jo_ln:ho-46,Johannes Höß,DE
fl:al_ln:perezmoreno-1,Alvaro Pérez Moreno,ES
