patent_id,inventor_id
8455632,fl:ka_ln:kogoh-1
8910246,fl:gr_ln:gutt-2
7942279,fl:an_ln:pigliacampo-1
12250241,fl:pi_ln:bouchard-1
6329882,fl:ey_ln:fayneh-1
8656210,fl:pa_ln:callaway-2
11129675,fl:ma_ln:horton-1
11557482,fl:os_ln:vanderstraten-1
6076088,fl:wo_ln:paik-5
8269431,fl:ni_ln:holonyak-1
7167109,fl:ch_ln:hu-388
7408657,fl:sh_ln:ishino-7
D1016018,fl:we_ln:huang-119
11700058,fl:jo_ln:coates-13
4510733,fl:he_ln:lambach-2
11335847,fl:er_ln:desbonnets-1
7512004,fl:to_ln:hara-40
6599399,fl:se_ln:ramaswami-2
11160742,fl:ro_ln:rughani-1
6289264,fl:hi_ln:zenke-1
12514060,fl:ka_ln:kim-139
11485518,fl:we_ln:wei-44
5687266,fl:fr_ln:leyssens-1
7375022,fl:no_ln:shimizu-27
8523670,fl:st_ln:santisi-1
4565717,fl:ed_ln:hosegood-1
8177905,fl:qi_ln:yang-53
12261762,fl:be_ln:guidarelli-1
6123716,fl:ra_ln:arnold-1
8868372,fl:at_ln:chiba-5
9602445,fl:ge_ln:koomullil-1
10903567,fl:iv_ln:tsvelykh-1
5491846,fl:pe_ln:muller-17
5486701,fl:ad_ln:norton-3
6534011,fl:ra_ln:waldhausl-1
7972543,fl:mi_ln:nakajima-3
11970031,fl:sh_ln:gosselin-1
11349707,fl:mi_ln:harris-21
5724348,fl:je_ln:calvignac-1
10467742,fl:pe_ln:wilhelmsson-1
11602945,fl:yo_ln:chen-51
D966980,fl:pa_ln:wraith-2
6754571,fl:sa_ln:tewani-1
5259947,fl:xa_ln:bourrat-1
6402070,fl:ka_ln:koyama-1
D362458,fl:to_ln:chiba-21
12320488,fl:xi_ln:shi-145
7987227,fl:cl_ln:moler-1
6823053,fl:ca_ln:weidhuner-1
11040124,fl:su_ln:maher-2
9624458,fl:ma_ln:sivik-2
8214559,fl:ke_ln:uehara-8
8474627,fl:jo_ln:bigorrallosas-1
D699898,fl:ju_ln:angus-3
10673275,fl:ya_ln:singh-18
7190927,fl:hi_ln:takada-36
10948141,fl:ha_ln:zheng-95
5972186,fl:ta_ln:imanaka-5
7428456,fl:jo_ln:brome-1
11731341,fl:ya_ln:yuan-28
6257833,fl:br_ln:bates-15
7199221,fl:jo_ln:scoville-3
5484923,fl:da_ln:tschaen-1
9626616,fl:ed_ln:richley-1
7121402,fl:ti_ln:weihs-1
10103263,fl:va_ln:le-12
12287549,fl:mi_ln:jo-28
4416697,fl:ja_ln:shy-2
D265716,fl:do_ln:necas-1
3979731,fl:pe_ln:petrov-11
6737551,fl:te_ln:saruwatari-1
9083946,fl:an_ln:grinberg-1
5388289,fl:do_ln:casperson-1
5508158,fl:ki_ln:yamashita-6
6012510,fl:ra_ln:cook-25
10525204,fl:ch_ln:schneider-31
4695209,fl:yo_ln:togawa-4
9489194,fl:gl_ln:kletzky-1
10276954,fl:ti_ln:deangelo-1
7862641,fl:wi_ln:carty-2
9852561,fl:wi_ln:holderness-1
6676216,fl:pa_ln:babcock-2
9755216,fl:ik_ln:jeong-7
4539129,fl:na_ln:horiishi-1
12501722,fl:y._ln:chang-6
D591642,fl:el_ln:diamant-1
D510526,fl:th_ln:vandyk-1
9055270,fl:ak_ln:noda-6
12429024,fl:ho_ln:marashi-1
10965718,fl:ke_ln:wallis-2
6493628,fl:ka_ln:ando-37
4245518,fl:hi_ln:itatani-2
5381442,fl:gr_ln:hogan-1
8362817,fl:hi_ln:kikuchi-47
5605338,fl:ge_ln:poll-2
12466750,fl:ir_ln:dubrovin-1
4746689,fl:ca_ln:sullivan-5
6775278,fl:an_ln:richter-6
12085443,fl:ni_ln:makarov-2
7203190,09g5a21zdymeeg2kzii778hhx
9435572,fl:li_ln:wu-57
9997492,fl:sc_ln:hayes-2
7312679,fl:st_ln:stuve-1
7875342,fl:he_ln:jason-1
6914765,fl:yo_ln:iwata-18
D827700,fl:pe_ln:lee-116
7168646,fl:pe_ln:gregory-4
D892345,fl:ju_ln:strahan-1
5202118,fl:ci_ln:jacobs-1
9130723,fl:ji_ln:kim-168
9375049,fl:ki_ln:chao-3
6295071,fl:ma_ln:mikuni-4
10698579,fl:si_ln:chen-154
11807774,fl:la_ln:huang-7
10920871,fl:ju_ln:yamaguchi-14
7241052,fl:st_ln:reiher-2
7308300,fl:th_ln:mcpeak-1
8869343,fl:to_ln:ingre-1
9196694,fl:sh_ln:koh-1
4013150,09g6rb32folfsafg3pbaugx2g
12486089,fl:ju_ln:kitagawa-4
4510227,09g7097f13euf3sawugeo6ex4
4455842,fl:da_ln:granlund-1
11664219,fl:ja_ln:maes-2
9365815,fl:hi_ln:nakamura-48
10404986,fl:da_ln:ronca-1
8497343,fl:ab_ln:shaikh-1
7891068,fl:ko_ln:nakagawa-21
7107927,fl:ke_ln:poley-1
8535248,fl:ji_ln:yu-317
7495523,fl:hi_ln:kanno-17
7094274,fl:al_ln:aradi-1
9906102,fl:ty_ln:garrard-1
10939791,fl:se_ln:lim-170
7652609,fl:hy_ln:hwang-134
6912442,fl:ti_ln:heber-1
10594932,fl:hy_ln:kim-490
D660603,fl:r._ln:johnson-19
12032720,fl:up_ln:mardikar-1
6978028,fl:ma_ln:fink-10
4797667,fl:br_ln:dolinar-1
D1102321,fl:ba_ln:baudy-1
8725152,fl:ha_ln:jokinen-1
12168239,fl:pi_ln:molesini-1
10349805,fl:wa_ln:blanchard-1
8644282,fl:ka_ln:shi-13
5622940,fl:ga_ln:ostroff-1
11374248,fl:sh_ln:ide-23
8532231,fl:my_ln:kim-98
8737622,fl:re_ln:zhang-38
8407551,fl:fr_ln:brannstrom-1
8765528,fl:sa_ln:houle-2
4651287,fl:sh_ln:tsao-10
7425220,fl:ph_ln:davies-6
11919901,fl:sw_ln:samanta-1
4121903,fl:he_ln:smolka-1
7082575,fl:ku_ln:lin-232
5957331,fl:ho_ln:minor-2
11168840,fl:ma_ln:zeid-2
6955376,fl:ed_ln:stawicki-1
4611287,fl:hi_ln:kobayashi-41
4990986,fl:ma_ln:tsugai-1
6694869,fl:de_ln:finegan-1
11507846,fl:ma_ln:vankeirsbilck-1
D645421,fl:ja_ln:chen-134
5193483,fl:gr_ln:crider-2
9688398,fl:ma_ln:page-28
12249759,fl:ta_ln:enomoto-6
D708143,fl:ke_ln:walker-34
7244513,fl:yu_ln:li-129
12311501,fl:ch_ln:hsu-111
11040895,fl:fr_ln:gonzalez-10
9140420,fl:mi_ln:quilici-1
11620948,fl:la_ln:wang-64
10514505,fl:no_ln:kawanishi-5
12392345,fl:wo_ln:lee-11
4083948,fl:ro_ln:fryer-1
10467059,fl:ja_ln:kornerup-1
10356070,fl:so_ln:cha-7
7342663,fl:sh_ln:aoyama-9
11742940,fl:yo_ln:rebiere-1
12437022,fl:ca_ln:byrne-5
8964846,fl:ch_ln:boon-4
9015496,fl:ro_ln:franco-10
5472266,fl:da_ln:zaviska-1
7771053,fl:ch_ln:sappel-1
6936318,fl:pa_ln:dent-1
7080500,fl:mi_ln:akiyama-15
7908938,fl:ya_ln:chen-131
D1033544,fl:ca_ln:kim-10
D747615,fl:jo_ln:anderson-116
4458916,fl:ma_ln:yamada-57
11340040,fl:jo_ln:schuster-12
10982547,fl:ge_ln:cho-8
6497159,fl:er_ln:lavoie-2
5696360,fl:pe_ln:tiemeyer-1
10429065,fl:ro_ln:shaw-22
9648681,fl:ma_ln:yamamoto-48
11844639,fl:ke_ln:arai-10
11636682,fl:ki_ln:starks-1
10662217,fl:sh_ln:takeda-78
10349614,09gdpe8h2ptr366orqy9e42mj
12120357,fl:ro_ln:atkins-8
5147833,fl:te_ln:brog-1
12130452,fl:ra_ln:an-3
9728846,fl:cu_ln:emerick-1
10554885,fl:gr_ln:stewart-13
9981654,fl:ke_ln:miller-8
8497312,fl:ta_ln:suzuki-57
7110030,fl:hi_ln:hiyama-3
12273079,fl:ke_ln:tahara-4
9791904,fl:na_ln:shulman-3
5001141,fl:ja_ln:kerr-23
6189613,fl:sa_ln:solanki-6
11112964,fl:gr_ln:paul-3
5192785,fl:yo_ln:lo-3
5298459,fl:sh_ln:arikawa-3
11970390,fl:hi_ln:tanaka-56
8255826,fl:ra_ln:brunner-2
6504105,fl:th_ln:caulfield-3
11861349,fl:vi_ln:iyer-5
7071116,fl:ma_ln:yasuda-25
10720981,fl:ti_ln:ji-7
4968690,fl:mu_ln:lim-8
8552497,fl:ky_ln:lee-287
12283709,fl:in_ln:yoo-35
9767475,fl:lu_ln:lita-1
9266515,fl:da_ln:pfefferl-1
10543064,fl:er_ln:kuo-4
8809363,fl:da_ln:pryde-2
D1077916,fl:ti_ln:barbour-2
7365707,fl:da_ln:schobben-1
D700315,fl:do_ln:kim-129
7324612,fl:mi_ln:seals-2
7384107,fl:or_ln:humberto-1
12275692,fl:xi_ln:fang-61
6214348,fl:de_ln:jaworski-2
11949086,fl:sc_ln:mercurio-1
8055265,fl:lo_ln:stola-1
10802480,fl:lu_ln:cheim-2
5348279,09ggq9ae5oee7bfikq7z5g9cu
9500572,fl:qi_ln:yang-130
D911816,fl:ji_ln:zhang-785
8611378,fl:vl_ln:blagojevic-2
4230136,fl:fr_ln:heinrichs-3
8932572,fl:ni_ln:rossi-10
9563575,fl:br_ln:lilly-8
D390892,fl:br_ln:d'andrade-2
10119541,fl:an_ln:blank-2
9653714,fl:su_ln:mori-6
7200451,fl:jo_ln:zile-1
D523223,fl:ma_ln:lotti-1
7222885,fl:ja_ln:ostrander-2
8024482,fl:sc_ln:hoogerwerf-1
8951206,fl:ap_ln:benasich-1
10381306,fl:fe_ln:chang-14
5131737,fl:ma_ln:pernicka-1
11128626,fl:ma_ln:stecher-2
8517895,fl:pi_ln:shalev-2
9850917,fl:au_ln:mueller-1
11940713,fl:ja_ln:orcutt-3
5604786,fl:ro_ln:schultz-7
6633458,fl:ta_ln:kasajima-3
7962550,fl:al_ln:kordun-1
7691728,fl:ya_ln:tada-4
10604385,fl:na_ln:masuda-7
10394040,fl:ja_ln:gollier-1
10739934,fl:ma_ln:donner-3
9682218,fl:sh_ln:massi-1
8302426,fl:pa_ln:delarminat-1
4031932,09gia9d2zjwufhfj7s92gev6i
8270914,fl:na_ln:jin-1
10535889,fl:go_ln:calundann-1
10204241,fl:ar_ln:thoram-1
8255638,fl:di_ln:hoenicke-1
7986100,fl:sh_ln:chung-40
10217506,fl:ni_ln:jindal-4
11006682,fl:we_ln:cai-74
4784612,fl:al_ln:ryan-1
5350717,fl:da_ln:hickman-5
10302214,fl:fi_ln:bandini-1
10480542,fl:da_ln:matz-2
9371567,fl:ha_ln:han-51
D1033832,fl:ab_ln:casas-1
4386360,fl:to_ln:murayama-17
7975018,fl:st_ln:bromling-2
12192578,fl:sa_ln:krishnamoorthi-1
9274321,fl:to_ln:hanzawa-2
8662606,fl:to_ln:kijowski-1
11297880,fl:zh_ln:li-528
11481109,fl:jo_ln:elias-10
8278799,fl:vi_ln:lupien-1
4612264,09gkf7yl8d2w0wu0vzt0uc98e
8370532,fl:an_ln:gilbert-3
9731345,fl:ki_ln:jo-12
7928997,fl:la_ln:gritz-1
5889006,fl:cr_ln:boyle-2
10920177,fl:pe_ln:sands-2
4813499,fl:ke_ln:mcnulty-1
9830978,fl:ze_ln:shi-3
12435837,fl:sa_ln:chun-11
6606098,fl:vi_ln:sharma-10
12382901,fl:ch_ln:cunnyngham-1
9177659,fl:pe_ln:feeley-1
D908617,fl:dr_ln:briggs-1
9182246,fl:th_ln:kemp-5
11973972,fl:wo_ln:choi-266
11741032,fl:ch_ln:raisch-2
9883590,fl:hs_ln:yen-14
8226291,fl:jo_ln:johnson-104
D738485,fl:ow_ln:carroll-1
5246288,09glrsksaf57cuj87b7hk9272
4581471,fl:mi_ln:barlow-3
4724232,fl:ma_ln:st.clair-1
10275652,fl:fu_ln:goto-11
4752715,fl:er_ln:himmelbauer-1
5358618,fl:an_ln:ewing-1
D300926,fl:se_ln:ohta-4
12423160,fl:fe_ln:vieirafrujeri-1
8150868,fl:ma_ln:richardson-43
3983042,fl:ch_ln:morris-13
10880937,fl:ha_ln:andersson-6
D893972,fl:ma_ln:may-5
9476787,fl:jo_ln:hoben-1
3982699,fl:he_ln:jager-6
9858642,fl:ja_ln:zhu-12
9730249,fl:mo_ln:rashid-4
11740776,fl:al_ln:dye-5
7230053,fl:no_ln:kataoka-5
9196079,fl:vi_ln:goel-5
10131617,fl:ka_ln:kohler-6
9371178,fl:he_ln:frederiksen-2
9741535,fl:ta_ln:asahata-1
5414627,fl:ya_ln:sasaki-12
11687907,fl:ya_ln:yang-66
4988201,fl:yo_ln:kanjo-1
7661459,fl:ti_ln:birkmann-1
8764241,fl:ya_ln:xu-113
4933751,fl:ts_ln:asakura-2
12123613,fl:fe_ln:jiang-11
5635461,fl:sa_ln:onitsuka-1
8769702,fl:ge_ln:hulten-1
4335228,fl:ph_ln:zaluska-1
9912427,fl:ya_ln:shirataka-1
5957896,fl:an_ln:bendek-1
8161292,fl:ke_ln:carbone-2
11694908,fl:yu_ln:yang-75
7283946,fl:to_ln:kashihara-2
12316939,fl:da_ln:sasaki-4
5167557,fl:hi_ln:ito-102
10292449,fl:ja_ln:durocher-1
8308204,fl:to_ln:allesenpedersen-1
11048716,fl:qi_ln:jiang-96
10052841,fl:fr_ln:sanmiguelroche-1
4017171,fl:gu_ln:wetzel-1
8902162,fl:ta_ln:tokunaga-8
D257759,fl:da_ln:peterson-72
11568039,fl:re_ln:abbasian-1
11046312,fl:ya_ln:sekijima-1
D473550,fl:cl_ln:ribeiro-4
4888758,fl:da_ln:scruggs-2
8845410,fl:ke_ln:yoshioka-19
11752755,fl:fr_ln:glaug-2
11790181,fl:mo_ln:yu-3
11647665,fl:je_ln:park-282
7034747,fl:ro_ln:kabler-1
5652100,fl:pa_ln:whiting-3
6773215,fl:ro_ln:warburton-1
9345035,fl:sa_ln:mathur-16
11682923,fl:ch_ln:jung-142
7031661,fl:pa_ln:stoltz-2
12390792,fl:hi_ln:sato-82
7598334,fl:wi_ln:knott-2
9171450,fl:se_ln:park-571
5093093,fl:th_ln:koslowski-2
11720894,fl:am_ln:cheema-1
D426927,fl:ac_ln:cirksena-1
4908816,fl:pa_ln:champagne-1
9280092,fl:ak_ln:matayoshi-1
10252061,fl:da_ln:sherman-12
8610220,fl:ts_ln:tsai-36
9523490,fl:ru_ln:green-3
6033984,fl:br_ln:spuler-1
12446615,fl:pa_ln:black-6
4842206,fl:ta_ln:horibe-4
D1032732,fl:ch_ln:kulujian-4
11111366,fl:al_ln:habert-1
D921793,fl:sa_ln:tsuchihashi-1
11333078,fl:na_ln:soni-4
6758396,fl:wi_ln:alberth-2
11979593,fl:ch_ln:hsu-97
11354156,fl:hy_ln:shin-44
9585692,fl:pa_ln:kurth-1
5171126,fl:ka_ln:becker-27
11056905,fl:sh_ln:li-396
8811456,fl:am_ln:ekbal-1
10228628,fl:da_ln:yamashita-4
8093491,fl:az_ln:shaikh-2
7546288,fl:ja_ln:mccartney-3
5862772,fl:ro_ln:swann-1
3996276,fl:th_ln:atkins-2
12396045,fl:jo_ln:bennett-5
6020407,fl:ch_ln:cody-3
6127092,fl:vo_ln:muhrer-1
9400780,fl:je_ln:huebert-1
D904261,fl:da_ln:hanaoka-2
12455338,fl:ji_ln:cui-28
11000566,fl:ey_ln:barnea-1
5106622,fl:ka_ln:sherwood-3
11804415,fl:ol_ln:humbel-1
7771861,fl:ma_ln:obrovac-1
11373060,fl:sh_ln:lin-173
12101131,fl:da_ln:ying-6
D739098,fl:xu_ln:feng-26
10900971,fl:br_ln:goldsmith-4
11154004,fl:el_ln:garner-4
7649880,fl:th_ln:ludwig-2
9952861,fl:da_ln:terry-5
6138483,fl:st_ln:galant-1
D822701,fl:mi_ln:leabman-1
8905990,fl:kr_ln:malowaniec-3
11532567,fl:de_ln:yeh-1
8667287,fl:ja_ln:camenisch-1
8720411,fl:an_ln:wimmer-1
10740775,fl:tr_ln:esram-1
D726334,fl:gr_ln:coult-1
7741154,fl:bu_ln:hong-6
9168268,09gt4lzigohrn68xrx38evr0g
6881079,fl:ma_ln:mchugh-3
10232112,fl:an_ln:weaver-2
12200431,fl:yu_ln:terashima-8
4996372,fl:sa_ln:yoshimoto-3
6252255,fl:yo_ln:ueta-2
9486738,fl:ma_ln:lelias-1
6229054,fl:zh_ln:dai-2
8509753,fl:ki_ln:park-34
9064145,fl:ti_ln:tan-21
7187545,fl:ka_ln:kriegel-1
7772983,fl:ho_ln:dolezal-1
D859845,fl:wo_ln:dombrowski-2
6435189,fl:br_ln:lewis-21
11679268,fl:ma_ln:brown-141
10891772,fl:ar_ln:yoshida-4
8085641,fl:ha_ln:miyashita-1
7610331,fl:wi_ln:swinton-1
6032062,fl:wi_ln:nisch-1
12341840,fl:su_ln:mate-1
5623305,fl:ak_ln:nikami-1
8008044,fl:st_ln:donovan-9
8005188,fl:hu_ln:wu-110
6537647,fl:he_ln:peiffer-1
7841195,fl:ju_ln:nakayama-10
5066976,fl:ta_ln:kanagawa-8
D858910,fl:da_ln:rasenberg-1
5437772,fl:em_ln:decastro-2
7443488,fl:ki_ln:ogawa-17
5069341,fl:gi_ln:barbieri-2
6593579,09gve18oej2syw6d3fb22ehy3
D767674,fl:ya_ln:senshiki-1
4356840,fl:ha_ln:friedland-1
D484137,fl:la_ln:green-18
7434015,fl:r._ln:patterson-4
9125133,fl:wa_ln:chen-107
5012751,fl:wi_ln:kirlin-1
5478345,fl:co_ln:stone-5
12446806,fl:ka_ln:ito-96
12354696,fl:no_ln:saito-23
8204509,fl:cl_ln:santacesaria-1
7845468,fl:th_ln:steblinski-1
10751037,fl:au_ln:ferro-1
6369106,fl:da_ln:atlas-1
5444951,09gwjh5s3azfx0pcfmilbe861
8419995,fl:hi_ln:kato-84
10677059,fl:al_ln:hahn-8
11820566,fl:ed_ln:pietraniec-1
10706255,fl:we_ln:gao-108
6529188,fl:sh_ln:suzuki-84
4311274,fl:w._ln:neal-1
10460983,fl:to_ln:yoshida-69
4341046,fl:be_ln:pollington-1
11719646,fl:ma_ln:olsson-7
4885542,fl:la_ln:crooks-1
8506018,09gx60zxmnv64b9nzcpy5lz45
12365596,fl:sh_ln:takada-37
D609459,fl:mi_ln:valencia-1
6037472,fl:st_ln:horne-7
7060674,fl:al_ln:andalibi-1
5271041,fl:le_ln:montreuil-1
10892716,fl:ma_ln:endo-32
9903612,fl:to_ln:iwa-1
8077226,fl:ta_ln:kanda-21
7909826,fl:pe_ln:newton-5
7749892,fl:sa_ln:nitta-4
D445580,fl:ma_ln:pennington-6
12076361,fl:an_ln:jenks-1
8558146,fl:ma_ln:anderson-37
5506575,fl:zo_ln:ormos-1
8611054,fl:ku_ln:ho-49
9522456,fl:an_ln:fuller-4
5906601,fl:mi_ln:waring-1
6567195,fl:jo_ln:ford-4
D602845,fl:yo_ln:sato-93
4552786,fl:va_ln:krukonis-1
12453786,fl:we_ln:mu-6
11653869,fl:ja_ln:felix-2
5091199,fl:ti_ln:mally-2
3969942,fl:he_ln:hope-3
12413263,fl:bi_ln:avser-1
7776534,fl:ja_ln:cools-1
11200799,fl:al_ln:wu-23
D1098367,fl:ha_ln:hong-42
9360440,fl:le_ln:johnson-18
7788301,fl:an_ln:shellshear-1
11017720,fl:ky_ln:shin-108
11424193,fl:ch_ln:jiao-5
9225477,fl:ju_ln:lee-866
9343804,fl:ju_ln:oh-75
10254838,fl:he_ln:dacosta-5
10759843,fl:ph_ln:karoyan-1
7110724,fl:da_ln:epperson-3
D625058,fl:je_ln:wells-23
10318562,fl:an_ln:weissl-1
5274818,fl:li_ln:seamonson-1
5003337,fl:ke_ln:amano-11
8972429,fl:st_ln:huffman-1
9597790,fl:ma_ln:moschella-1
5600215,fl:hi_ln:yamada-64
9307273,fl:ja_ln:song-90
10799413,fl:ne_ln:kreitman-1
8424233,fl:jo_ln:cronin-2
10993112,fl:we_ln:jin-64
6467079,09h1jbpyo2otjaea6sf45yynq
11871892,fl:ja_ln:resch-3
9390382,fl:tu_ln:chandra-2
9753382,fl:ro_ln:voogd-1
RE41339,fl:ru_ln:yu-41
5322810,fl:hi_ln:ishihara-12
6480809,fl:th_ln:slaight-1
12393669,fl:ma_ln:katsu-6
4484483,fl:wo_ln:riegger-1
5728765,fl:ne_ln:lazear-1
12325128,fl:ju_ln:wimmer-1
5693794,fl:ar_ln:nielsen-1
5489381,fl:go_ln:varadarajan-2
10422327,fl:wi_ln:horwath-1
4897878,fl:st_ln:boll-1
10581851,fl:ha_ln:liu-150
9241321,fl:jo_ln:barneson-1
4917547,fl:do_ln:kocher-1
11512320,fl:ra_ln:collier-1
10802424,fl:yu_ln:tomita-15
12366811,fl:va_ln:tenner-1
12106024,fl:ke_ln:wang-115
9933469,fl:ma_ln:hanson-9
D834262,fl:co_ln:rappoport-1
11373471,fl:ga_ln:strandemo-1
5413272,fl:he_ln:bolanos-2
9867089,fl:se_ln:kuroda-3
5873858,fl:fi_ln:silva-3
4134008,fl:ma_ln:malard-1
5668201,fl:fu_ln:chen-4
6868733,fl:ma_ln:tanaka-63
D850502,09h412t9q91817nfxhrewnvg5
D624243,fl:we_ln:rhoad-1
10804207,fl:jo_ln:goward-1
4205411,fl:ch_ln:cupp-1
6872799,fl:ar_ln:nathan-1
9704209,fl:jo_ln:fernandez-38
12452137,fl:am_ln:jayaramachar-1
9400571,fl:ki_ln:taninaka-1
9987898,fl:he_ln:janssen-10
10576954,fl:ei_ln:adachi-8
9014840,fl:sv_ln:scherenberger-1
8110342,fl:fe_ln:liu-56
4172189,fl:di_ln:barfurth-1
8958239,fl:ta_ln:kishi-3
6780086,fl:ku_ln:wu-39
5482790,fl:mo_ln:kanda-2
10250987,fl:bi_ln:zhao-50
5421797,fl:mi_ln:fletcher-4
6988092,fl:le_ln:tang-7
10454947,fl:ch_ln:walsh-8
10841246,fl:ri_ln:hibbs-1
10126037,fl:ja_ln:maloof-2
D761968,fl:la_ln:taylor-17
4741484,fl:jo_ln:fisher-13
10810473,09h5okwqktjorimwqir8cjik4
11008778,fl:ha_ln:ho-31
6450266,fl:ol_ln:pahila-1
4276773,fl:hi_ln:kawai-24
6767965,fl:ju_ln:baik-1
10749233,fl:ke_ln:tajima-12
D681125,fl:ch_ln:bengyak-1
7881110,fl:ji_ln:park-192
9246295,fl:an_ln:ting-7
12111530,fl:ma_ln:hirai-16
4405500,fl:we_ln:horlitz-1
10658295,fl:to_ln:kawai-37
9469043,fl:hi_ln:iizuka-13
5297122,fl:le_ln:christie-1
12191756,fl:ar_ln:fox-1
7067739,fl:ki_ln:matsuo-2
4910434,fl:vi_ln:samarov-2
9968490,fl:ch_ln:locke-1
D362366,fl:sc_ln:sullivan-1
6362085,fl:sy_ln:jang-6
D467702,fl:an_ln:romagnoli-1
9906816,fl:ro_ln:toth-3
9911415,fl:ro_ln:waltermann-1
5253283,fl:ma_ln:annis-1
5686490,fl:ma_ln:hayashi-10
5827401,fl:ak_ln:backlund-1
9732632,fl:ka_ln:sinnamon-1
D878943,fl:al_ln:rycroft-2
6890479,fl:ri_ln:manasek-1
5097048,fl:mi_ln:jacobson-9
9631108,fl:jo_ln:bemis-4
7913057,fl:pa_ln:donlin-1
7784058,fl:de_ln:huffman-1
6186388,fl:st_ln:sadler-1
8629827,fl:yo_ln:kim-468
12040523,fl:li_ln:nie-9
5294851,fl:ka_ln:tajima-8
9794726,fl:ju_ln:mcnamara-3
6191155,fl:ch_ln:erdelen-4
6628647,fl:ke_ln:chua-2
6187280,fl:fr_ln:rinaldi-3
12254589,fl:je_ln:lalonde-2
9963014,fl:ty_ln:good-1
5808760,fl:fr_ln:gfeller-1
9663421,fl:je_ln:sherman-14
11107786,fl:sw_ln:sivakumar-3
9189502,fl:ma_ln:susairaj-2
7112222,fl:ha_ln:serhan-1
5218621,fl:ro_ln:logalbo-1
12192483,fl:ha_ln:lee-139
8510325,fl:jo_ln:betz-13
5401644,fl:ma_ln:salome-1
7026020,fl:pe_ln:kirsch-2
7198194,fl:ky_ln:kim-218
10488118,fl:sh_ln:kono-22
8887656,fl:ke_ln:rachuk-1
RE49403,fl:se_ln:ryu-122
5953344,fl:ja_ln:dail-1
5303171,fl:ro_ln:grabon-1
5305381,fl:ch_ln:wang-1125
D970629,fl:th_ln:swanson-1
8924449,fl:we_ln:luo-79
6230103,09h9ov7ipr3t1zlmyh0isapx5
6008896,fl:mo_ln:sabsabi-1
8593451,fl:ye_ln:kim-98
7566761,fl:se_ln:ishii-2
9217931,fl:fr_ln:schlesener-1
6859053,fl:ke_ln:sato-26
8251071,fl:ja_ln:small-5
8145974,fl:ba_ln:shen-18
5711636,fl:ma_ln:boyer-8
D425275,fl:ge_ln:delouvre-1
9508901,fl:ch_ln:tu-21
10958130,fl:to_ln:okamoto-37
8800523,fl:mi_ln:fujiwara-18
9453008,fl:vl_ln:granik-2
8122390,fl:ta_ln:abe-48
4334735,fl:mi_ln:hareng-2
11092194,fl:ma_ln:herfs-2
8965754,fl:za_ln:jones-4
10019776,fl:ja_ln:choquette-1
D713288,fl:ge_ln:fildan-1
11234667,fl:do_ln:mcknight-1
8692638,fl:jo_ln:kim-202
6836466,fl:br_ln:siegell-1
D1012764,fl:ya_ln:hu-149
12137977,fl:mu_ln:rapp-1
9174593,fl:ke_ln:yoshida-21
4199381,fl:gu_ln:siemund-1
9043401,fl:se_ln:pereshyvaylo-1
12140437,fl:ry_ln:kuranishi-1
9756099,fl:mi_ln:branson-3
10599729,fl:mi_ln:lebeau-3
9998045,fl:is_ln:frampton-1
5699975,09hbw2fc089clbn4iijsu3739
10222513,fl:ha_ln:zhang-64
4614100,fl:er_ln:hill-16
6927879,fl:ta_ln:takahashi-77
11439830,fl:in_ln:pikulenko-1
10777626,fl:jo_ln:yoon-122
8164239,fl:sh_ln:fujisawa-8
9949726,fl:ka_ln:videbaek-1
7665499,fl:hi_ln:yagi-24
D741224,fl:er_ln:rupar-1
D451176,fl:ma_ln:reid-3
D795800,fl:da_ln:derkacs-1
11931052,fl:jo_ln:love-7
9789334,fl:ro_ln:soler-3
10351711,fl:da_ln:restrepo-2
10980740,fl:va_ln:rangabhatlagunneswarasubramanya-1
11066050,fl:an_ln:analetto-1
4176287,fl:ja_ln:remedi-1
D714374,fl:al_ln:sammons-1
8881743,fl:ri_ln:sutton-2
6598523,09hd1udb2oxew1udzpgak56k8
5356151,fl:ma_ln:abecassis-1
7596325,fl:yu_ln:kim-63
9314232,fl:jo_ln:stark-9
11261916,fl:ma_ln:bigi-3
6825054,fl:pa_ln:valentine-1
10690729,fl:pa_ln:schmid-1
10399161,fl:wo_ln:heinemann-1
4044610,09hdm9nibnnv6aerpis2j2xya
8549450,fl:mi_ln:burstein-1
D428138,fl:ra_ln:pollard-2
10032571,fl:to_ln:utley-1
9073046,fl:ke_ln:kramer-14
9207201,fl:yi_ln:wang-111
5864737,fl:to_ln:inada-8
11215098,fl:gr_ln:hargrave-1
6123420,fl:ma_ln:ikeda-23
8034178,fl:ta_ln:mori-60
7020010,fl:hi_ln:mori-68
4507726,fl:si_ln:hansen-8
12019271,fl:ro_ln:reano-1
5690275,fl:aj_ln:bose-2
6314702,fl:ch_ln:huang-613
9007941,fl:ru_ln:lobo-1
4550698,fl:re_ln:konneker-1
6300524,fl:he_ln:etzrodt-1
10288978,fl:ji_ln:song-264
10593184,fl:wi_ln:greene-9
D976973,fl:na_ln:wang-15
6807829,fl:st_ln:pinkerton-1
7060369,fl:hu_ln:spreitzer-1
6434927,fl:ri_ln:stretton-1
6994664,fl:ka_ln:kaneko-2
6811941,fl:sh_ln:hirano-21
8911659,fl:vi_ln:vaisberg-1
7771979,fl:jo_ln:polo-3
